merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0364,2024-11,2,9,1,19
M0085,2024-11,5,19,3,50
M0508,2024-05,30,88,12,20
M0401,2024-04,2,5,0,32
M0229,2024-06,2,8,1,22
M0065,2024-09,1,4,0,20
M0598,2024-07,5,23,1,11
M0424,2024-02,14,21,5,61
M0121,2024-04,0,1,0,18
M0397,2024-04,1,2,0,18
M0499,2024-04,4,24,2,27
M0181,2024-02,5,26,2,12
M0509,2024-11,1,4,1,13
M0091,2024-05,6,37,7,20
M0007,2024-03,7,12,4,61
M0057,2024-12,1,5,0,23
M0159,2024-08,4,38,4,17
M0140,2024-03,2,28,2,25
M0330,2024-09,1,2,1,20
M0567,2024-09,5,27,2,20
M0076,2024-06,10,39,3,26
M0368,2024-12,10,67,5,13
M0348,2024-02,1,6,0,27
M0287,2024-12,0,3,0,5
M0092,2024-02,1,6,1,22
M0461,2024-05,12,28,5,28
M0246,2024-04,1,2,0,20
M0365,2024-05,3,7,1,33
M0182,2024-11,0,2,0,25
M0327,2024-02,0,0,0,17
M0344,2024-04,0,2,0,16
M0232,2024-10,0,2,0,25
M0110,2024-10,2,5,1,26
M0491,2024-03,1,6,0,15
M0084,2024-02,3,7,0,22
M0228,2024-04,1,3,0,19
M0380,2024-03,0,1,0,16
M0008,2024-04,1,1,0,18
M0420,2024-05,3,21,0,7
M0091,2024-11,11,63,10,30
M0357,2024-04,7,51,6,16
M0464,2024-04,7,59,5,26
M0147,2024-03,1,6,1,19
M0253,2024-01,4,20,2,17
M0210,2024-01,1,5,0,13
M0525,2024-09,1,3,0,22
M0583,2024-01,1,4,0,21
M0132,2024-05,0,2,0,15
M0247,2024-08,30,97,12,20
M0459,2024-03,0,2,0,17
M0324,2024-01,37,176,4,21
M0054,2024-05,0,2,0,16
M0408,2024-01,1,8,0,21
M0183,2024-03,2,9,0,27
M0237,2024-08,1,4,0,23
M0219,2024-07,3,15,3,17
M0452,2024-01,0,2,0,21
M0018,2024-04,0,1,0,26
M0112,2024-05,1,4,0,18
M0299,2024-05,5,32,2,17
M0048,2024-01,0,2,0,25
M0445,2024-10,0,1,0,19
M0083,2024-06,2,5,1,14
M0573,2024-03,0,1,0,20
M0502,2024-01,5,26,3,27
M0192,2024-07,1,1,0,29
M0412,2024-03,7,27,1,28
M0398,2024-08,7,20,4,24
M0162,2024-03,2,30,1,24
M0277,2024-04,2,11,2,22
M0225,2024-01,7,46,4,21
M0538,2024-11,9,38,4,15
M0575,2024-08,1,8,1,28
M0309,2024-05,1,1,0,19
M0496,2024-05,2,5,0,30
M0250,2024-05,1,4,0,15
M0465,2024-05,4,14,2,29
M0402,2024-11,0,1,0,15
M0168,2024-01,4,28,2,20
M0574,2024-06,3,8,1,30
M0343,2024-11,4,11,1,22
M0537,2024-10,13,30,3,28
M0283,2024-12,1,7,1,18
M0281,2024-03,1,5,0,20
M0151,2024-08,1,2,1,19
M0408,2024-06,1,6,0,13
M0335,2024-12,1,4,0,15
M0453,2024-01,5,17,1,25
M0326,2024-08,3,9,0,24
M0494,2024-02,2,4,1,21
M0455,2024-06,0,2,0,10
M0598,2024-11,8,36,2,21
M0024,2024-11,1,4,0,23
M0104,2024-05,0,1,0,16
M0599,2024-10,10,151,9,14
M0261,2024-03,0,1,0,13
M0507,2024-04,5,27,2,18
M0480,2024-08,12,43,4,27
M0129,2024-05,1,5,0,12
M0418,2024-02,2,14,2,14
M0122,2024-07,47,264,22,38
M0355,2024-04,11,23,6,19
M0309,2024-11,1,1,0,18
M0341,2024-06,7,61,5,17
M0576,2024-09,3,28,1,14
M0196,2024-04,0,2,0,12
M0145,2024-09,43,141,15,21
M0336,2024-01,1,5,0,17
M0481,2024-08,29,70,14,42
M0220,2024-06,1,4,0,17
M0474,2024-02,1,6,1,15
M0518,2024-05,1,4,0,15
M0582,2024-12,10,50,6,25
M0442,2024-02,12,100,9,21
M0356,2024-06,5,15,2,14
M0445,2024-03,0,1,0,17
M0354,2024-12,1,11,1,21
M0419,2024-01,23,39,13,55
M0264,2024-09,1,7,1,18
M0471,2024-02,1,3,0,16
M0070,2024-07,48,135,14,46
M0085,2024-03,5,13,4,59
M0131,2024-06,1,2,1,18
M0385,2024-02,2,9,1,13
M0190,2024-11,1,8,1,17
M0219,2024-09,3,12,2,14
M0251,2024-08,1,5,1,19
M0449,2024-08,2,13,1,31
M0596,2024-09,1,7,1,21
M0222,2024-04,0,1,0,14
M0124,2024-09,12,39,4,30
M0424,2024-06,15,19,7,55
M0266,2024-10,5,21,1,21
M0288,2024-06,1,10,1,27
M0395,2024-11,46,192,26,25
M0144,2024-06,1,2,0,19
M0119,2024-06,0,4,0,13
M0356,2024-02,8,18,3,18
M0265,2024-06,1,13,1,18
M0592,2024-08,2,9,1,23
M0543,2024-02,0,2,0,22
M0033,2024-07,0,3,0,14
M0300,2024-07,39,109,21,15
M0214,2024-12,93,280,22,31
M0229,2024-12,2,8,0,16
M0248,2024-05,0,2,0,10
M0234,2024-03,2,5,0,13
M0454,2024-03,2,4,0,18
M0033,2024-08,1,3,0,14
M0387,2024-08,13,47,5,19
M0261,2024-02,0,1,0,18
M0175,2024-01,3,42,2,14
M0142,2024-10,7,45,2,23
M0444,2024-10,1,8,0,22
M0216,2024-09,2,3,0,18
M0448,2024-07,1,4,0,18
M0206,2024-07,7,33,3,19
M0466,2024-08,5,36,4,37
M0034,2024-01,25,86,12,15
M0378,2024-06,6,33,3,21
M0018,2024-11,0,1,0,22
M0437,2024-03,0,3,0,20
M0357,2024-12,5,43,5,12
M0120,2024-12,7,45,5,14
M0210,2024-10,1,8,0,23
M0017,2024-04,1,3,0,24
M0468,2024-09,158,173,90,32
M0260,2024-08,1,5,0,13
M0060,2024-07,0,3,0,15
M0097,2024-05,0,2,0,22
M0514,2024-10,0,1,0,12
M0243,2024-01,1,4,0,21
M0595,2024-05,3,12,1,10
M0125,2024-05,0,4,0,19
M0269,2024-01,4,13,2,15
M0012,2024-10,1,7,0,22
M0553,2024-10,3,3,1,43
M0345,2024-09,13,44,7,22
M0377,2024-12,3,5,0,21
M0378,2024-12,24,79,14,21
M0344,2024-09,0,2,0,16
M0487,2024-09,30,271,30,10
M0589,2024-12,10,20,2,18
M0211,2024-08,0,1,0,15
M0441,2024-12,11,77,6,29
M0418,2024-12,2,14,2,12
M0406,2024-03,0,5,1,20
M0453,2024-05,7,20,1,21
M0303,2024-10,2,5,0,22
M0465,2024-04,3,13,1,23
M0063,2024-12,2,3,0,20
M0200,2024-01,5,10,3,53
M0205,2024-01,1,4,0,24
M0357,2024-06,6,75,6,20
M0576,2024-10,3,35,1,9
M0379,2024-03,22,176,9,11
M0578,2024-05,1,2,0,25
M0126,2024-09,1,5,1,19
M0460,2024-11,5,16,1,16
M0235,2024-05,2,14,1,13
M0480,2024-06,7,23,3,26
M0449,2024-10,2,10,1,19
M0295,2024-08,9,29,2,18
M0482,2024-03,1,2,0,15
M0408,2024-04,1,7,1,18
M0059,2024-06,1,5,0,22
M0457,2024-06,17,56,4,33
M0247,2024-05,22,91,19,25
M0254,2024-08,2,16,1,22
M0436,2024-01,1,3,0,12
M0019,2024-03,1,5,0,19
M0425,2024-07,12,37,2,17
M0018,2024-05,0,1,0,27
M0135,2024-03,1,5,0,17
M0579,2024-03,47,171,15,15
M0003,2024-02,1,7,0,23
M0471,2024-03,1,4,0,23
M0155,2024-01,5,14,3,22
M0221,2024-08,5,23,1,22
M0530,2024-08,8,61,4,25
M0066,2024-10,4,22,4,20
M0499,2024-11,4,27,2,28
M0057,2024-06,1,4,0,26
M0188,2024-04,7,27,5,18
M0483,2024-08,0,2,0,12
M0135,2024-11,1,7,1,22
M0348,2024-11,2,8,0,22
M0209,2024-01,1,3,0,23
M0373,2024-03,3,17,1,17
M0386,2024-06,0,2,0,22
M0540,2024-08,1,4,0,23
M0492,2024-06,1,7,1,26
M0340,2024-09,12,45,2,19
M0195,2024-09,2,9,1,28
M0418,2024-05,2,16,2,21
M0534,2024-04,1,10,1,8
M0517,2024-09,2,7,1,24
M0114,2024-07,0,1,0,9
M0514,2024-12,0,1,0,13
M0502,2024-06,8,27,3,27
M0145,2024-11,38,97,9,19
M0067,2024-01,1,2,0,10
M0580,2024-09,3,13,3,38
M0197,2024-07,13,71,2,24
M0415,2024-02,76,260,30,27
M0002,2024-06,3,25,2,23
M0473,2024-06,1,2,0,18
M0596,2024-07,2,10,1,18
M0253,2024-08,3,14,2,17
M0194,2024-01,1,3,0,23
M0443,2024-11,1,7,0,23
M0172,2024-11,1,7,0,7
M0007,2024-07,5,12,4,49
M0022,2024-12,38,121,20,7
M0089,2024-05,0,2,0,17
M0079,2024-02,2,7,0,25
M0271,2024-10,1,4,0,28
M0485,2024-05,1,5,0,21
M0220,2024-02,1,5,0,16
M0305,2024-03,2,5,1,53
M0406,2024-04,0,5,1,18
M0081,2024-07,3,17,2,16
M0435,2024-04,64,127,9,18
M0098,2024-11,1,8,0,19
M0553,2024-11,2,4,2,51
M0244,2024-05,4,19,2,17
M0311,2024-08,6,22,3,16
M0427,2024-09,0,2,0,15
M0480,2024-05,5,32,3,25
M0338,2024-11,8,24,3,48
M0414,2024-11,0,3,0,15
M0189,2024-11,12,120,5,13
M0394,2024-06,1,5,0,19
M0123,2024-07,12,54,2,12
M0472,2024-08,1,6,0,13
M0109,2024-03,1,7,0,30
M0031,2024-07,6,45,2,30
M0437,2024-01,0,2,0,23
M0529,2024-05,5,25,4,16
M0599,2024-05,9,135,5,13
M0504,2024-09,0,3,0,16
M0523,2024-04,0,1,0,13
M0560,2024-10,0,3,0,14
M0148,2024-02,0,2,0,17
M0586,2024-07,0,1,0,23
M0476,2024-10,0,3,0,15
M0240,2024-01,5,31,4,16
M0251,2024-11,1,6,1,21
M0587,2024-02,1,6,0,10
M0409,2024-02,1,3,0,23
M0149,2024-03,4,7,1,22
M0354,2024-05,1,10,1,26
M0235,2024-02,1,12,0,11
M0182,2024-09,0,1,0,19
M0228,2024-03,1,2,0,17
M0136,2024-08,7,63,2,14
M0133,2024-09,0,1,0,21
M0056,2024-07,2,5,1,14
M0166,2024-02,0,3,0,13
M0492,2024-09,1,7,1,23
M0337,2024-04,7,41,5,18
M0063,2024-05,1,3,0,20
M0533,2024-10,1,1,0,42
M0112,2024-10,1,4,0,16
M0305,2024-09,2,5,1,57
M0440,2024-10,1,2,0,13
M0341,2024-11,8,53,8,9
M0216,2024-05,1,3,1,21
M0062,2024-06,2,7,1,22
M0493,2024-03,1,4,1,26
M0511,2024-01,2,6,1,26
M0383,2024-09,10,26,2,24
M0305,2024-11,2,6,1,51
M0551,2024-07,1,5,1,20
M0408,2024-07,1,7,1,17
M0274,2024-07,5,34,1,15
M0128,2024-07,1,7,1,17
M0402,2024-10,1,1,0,22
M0297,2024-01,2,6,0,21
M0330,2024-04,1,2,1,21
M0246,2024-02,1,2,0,14
M0039,2024-01,10,28,5,24
M0223,2024-08,1,4,0,23
M0034,2024-09,28,84,15,16
M0108,2024-01,5,12,1,51
M0271,2024-01,1,4,0,23
M0077,2024-07,1,2,0,18
M0213,2024-07,1,4,1,26
M0263,2024-03,1,4,0,23
M0134,2024-06,0,5,1,23
M0371,2024-07,0,1,0,13
M0061,2024-07,0,2,0,25
M0044,2024-03,37,90,22,61
M0115,2024-11,7,44,2,24
M0544,2024-02,14,52,7,21
M0162,2024-05,3,34,1,21
M0511,2024-12,3,8,1,29
M0074,2024-05,1,7,1,21
M0492,2024-11,2,11,1,23
M0462,2024-10,3,17,3,21
M0479,2024-09,5,18,1,14
M0443,2024-05,1,6,0,21
M0278,2024-08,0,1,0,23
M0179,2024-10,22,85,7,17
M0095,2024-02,10,25,1,21
M0233,2024-10,6,44,2,14
M0300,2024-04,48,155,32,21
M0519,2024-12,0,1,0,13
M0510,2024-06,49,258,18,13
M0458,2024-06,51,197,15,20
M0103,2024-10,23,97,28,24
M0454,2024-04,1,3,0,18
M0108,2024-11,3,6,2,47
M0322,2024-11,0,1,0,18
M0354,2024-07,1,8,1,19
M0304,2024-09,2,6,1,49
M0103,2024-11,27,183,25,17
M0501,2024-04,0,1,0,17
M0358,2024-01,4,7,2,55
M0378,2024-03,7,44,3,20
M0094,2024-08,1,8,2,13
M0012,2024-07,1,8,0,18
M0354,2024-03,1,6,0,22
M0114,2024-10,0,2,0,13
M0085,2024-04,4,12,2,42
M0142,2024-03,7,38,2,24
M0463,2024-09,1,7,1,26
M0389,2024-05,1,6,0,21
M0367,2024-01,0,2,0,23
M0073,2024-08,0,1,0,25
M0284,2024-12,15,152,11,23
M0373,2024-08,3,20,1,18
M0183,2024-06,2,8,1,29
M0446,2024-05,1,4,0,12
M0149,2024-10,5,8,1,22
M0082,2024-06,1,2,0,20
M0335,2024-10,0,4,0,19
M0096,2024-11,0,1,0,17
M0272,2024-01,1,5,0,25
M0577,2024-11,1,3,0,15
M0492,2024-10,1,9,0,26
M0544,2024-03,18,52,6,20
M0360,2024-06,7,36,6,23
M0044,2024-09,31,71,25,59
M0381,2024-06,0,1,0,14
M0590,2024-02,1,5,1,21
M0044,2024-07,34,56,22,67
M0406,2024-01,0,5,1,18
M0542,2024-07,3,25,2,16
M0347,2024-03,1,5,0,17
M0385,2024-10,2,7,1,15
M0410,2024-05,4,17,3,20
M0141,2024-11,5,7,3,63
M0506,2024-07,5,33,2,14
M0545,2024-06,1,2,0,14
M0228,2024-11,1,2,0,23
M0175,2024-05,3,52,3,18
M0342,2024-10,5,28,4,21
M0339,2024-03,5,31,3,25
M0513,2024-06,7,35,5,31
M0014,2024-07,1,10,0,15
M0274,2024-10,3,24,1,10
M0572,2024-04,11,43,4,18
M0535,2024-10,3,28,3,14
M0130,2024-02,1,4,0,27
M0177,2024-11,2,9,0,24
M0257,2024-07,13,16,4,63
M0067,2024-10,1,4,1,16
M0423,2024-04,21,96,10,19
M0009,2024-06,1,5,1,19
M0260,2024-10,1,4,0,21
M0023,2024-05,0,1,0,12
M0158,2024-02,7,22,3,15
M0484,2024-02,25,69,10,23
M0541,2024-01,1,10,1,30
M0317,2024-08,1,9,2,27
M0123,2024-09,9,50,1,18
M0557,2024-11,1,7,1,19
M0472,2024-01,1,6,0,17
M0494,2024-01,1,2,0,18
M0394,2024-04,1,5,0,15
M0263,2024-06,1,3,0,21
M0548,2024-01,0,3,0,15
M0025,2024-10,1,4,1,30
M0549,2024-12,8,44,7,24
M0422,2024-02,7,9,2,44
M0266,2024-08,5,23,1,23
M0390,2024-02,2,8,1,21
M0411,2024-02,1,3,0,24
M0009,2024-03,1,3,0,15
M0527,2024-03,1,19,1,21
M0344,2024-01,0,2,0,16
M0349,2024-02,2,15,2,27
M0290,2024-11,5,25,1,12
M0420,2024-11,2,23,0,6
M0260,2024-07,1,5,1,19
M0155,2024-04,2,14,2,22
M0414,2024-12,0,3,0,16
M0484,2024-04,28,103,19,28
M0468,2024-10,172,306,100,39
M0230,2024-12,1,5,0,15
M0268,2024-09,3,9,1,17
M0219,2024-06,3,17,3,22
M0200,2024-09,8,15,4,67
M0009,2024-12,1,5,0,16
M0131,2024-03,1,2,0,19
M0591,2024-07,2,3,1,54
M0414,2024-01,1,3,0,13
M0052,2024-06,0,3,0,11
M0454,2024-05,2,3,0,25
M0444,2024-09,2,10,0,21
M0073,2024-01,0,1,0,20
M0118,2024-10,1,14,1,14
M0162,2024-08,3,35,1,21
M0455,2024-02,0,2,0,8
M0423,2024-06,36,171,10,24
M0128,2024-10,1,6,1,21
M0043,2024-06,10,25,3,16
M0444,2024-06,2,9,0,25
M0365,2024-06,3,6,1,45
M0474,2024-10,6,15,2,51
M0529,2024-06,6,34,6,20
M0357,2024-01,5,58,5,15
M0366,2024-11,1,8,1,20
M0025,2024-03,1,4,1,27
M0459,2024-06,0,2,0,18
M0058,2024-08,1,6,0,17
M0239,2024-07,0,3,0,11
M0502,2024-12,7,28,3,25
M0461,2024-11,11,30,5,22
M0398,2024-05,8,36,4,19
M0107,2024-11,17,122,12,12
M0560,2024-06,0,3,0,19
M0576,2024-08,3,31,2,9
M0267,2024-10,3,11,1,20
M0519,2024-09,0,1,0,18
M0122,2024-05,39,146,13,31
M0121,2024-02,0,1,0,17
M0203,2024-12,2,7,1,20
M0511,2024-04,2,7,1,28
M0365,2024-08,4,6,1,55
M0038,2024-08,1,4,0,16
M0507,2024-08,9,28,5,18
M0205,2024-07,2,4,1,20
M0226,2024-12,0,2,0,14
M0488,2024-10,19,75,17,23
M0346,2024-10,1,2,0,26
M0583,2024-11,2,6,0,24
M0514,2024-11,0,1,0,14
M0233,2024-12,13,65,3,24
M0083,2024-12,3,8,1,12
M0185,2024-12,4,10,2,14
M0047,2024-05,5,6,2,49
M0500,2024-11,4,25,1,21
M0119,2024-11,0,4,0,20
M0310,2024-10,1,3,0,19
M0385,2024-07,2,6,0,17
M0485,2024-10,1,3,0,21
M0255,2024-07,1,5,0,26
M0462,2024-07,4,31,3,28
M0041,2024-02,7,22,4,25
M0521,2024-09,6,26,3,16
M0322,2024-02,0,1,0,19
M0311,2024-07,6,21,3,9
M0397,2024-10,1,2,0,17
M0034,2024-08,21,72,10,19
M0550,2024-12,1,3,1,23
M0573,2024-06,0,1,0,11
M0173,2024-12,1,2,0,15
M0163,2024-01,7,31,1,19
M0119,2024-04,0,4,0,15
M0476,2024-02,0,2,0,20
M0283,2024-05,1,6,1,14
M0381,2024-05,0,1,0,12
M0111,2024-06,1,5,1,22
M0050,2024-10,0,2,0,19
M0267,2024-03,2,7,0,16
M0363,2024-10,1,3,1,19
M0377,2024-08,2,6,1,21
M0098,2024-01,1,5,0,19
M0207,2024-04,1,3,0,22
M0283,2024-09,1,7,0,16
M0318,2024-05,4,19,2,16
M0039,2024-05,8,33,3,23
M0550,2024-10,1,3,0,21
M0545,2024-12,1,3,0,12
M0567,2024-11,4,32,2,22
M0207,2024-01,1,4,0,14
M0479,2024-07,4,16,1,11
M0375,2024-03,3,10,1,15
M0240,2024-06,5,40,4,16
M0566,2024-05,34,73,13,59
M0584,2024-01,0,3,0,18
M0027,2024-09,3,31,3,21
M0223,2024-10,1,5,0,25
M0130,2024-04,1,5,0,24
M0450,2024-03,4,20,1,30
M0069,2024-08,10,39,3,25
M0509,2024-04,1,4,1,14
M0287,2024-03,1,3,0,3
M0470,2024-05,3,15,2,23
M0098,2024-12,1,8,1,21
M0015,2024-06,0,6,1,19
M0460,2024-01,4,9,1,14
M0270,2024-02,0,1,0,24
M0181,2024-11,6,20,3,17
M0322,2024-05,0,1,0,15
M0043,2024-08,8,20,3,17
M0134,2024-01,0,3,0,16
M0526,2024-09,2,7,0,14
M0275,2024-03,37,232,26,24
M0357,2024-02,4,47,5,15
M0337,2024-08,10,40,3,22
M0412,2024-02,5,27,1,25
M0177,2024-06,2,7,0,28
M0565,2024-03,1,9,0,16
M0291,2024-02,1,6,1,18
M0309,2024-07,1,2,0,16
M0022,2024-08,30,134,17,11
M0462,2024-11,3,12,2,20
M0186,2024-08,1,8,0,25
M0178,2024-04,1,5,0,17
M0504,2024-05,0,2,0,12
M0596,2024-12,1,7,1,28
M0100,2024-08,1,1,0,25
M0279,2024-05,2,4,1,20
M0415,2024-10,56,209,31,26
M0009,2024-02,1,4,0,13
M0575,2024-07,1,8,1,27
M0359,2024-12,1,5,1,22
M0135,2024-10,1,6,0,16
M0234,2024-01,2,5,0,23
M0498,2024-09,1,3,0,30
M0010,2024-10,1,4,0,9
M0348,2024-07,1,7,0,25
M0524,2024-07,1,6,1,20
M0463,2024-05,1,6,1,28
M0515,2024-04,4,24,2,26
M0071,2024-03,9,15,1,11
M0156,2024-05,2,7,1,25
M0583,2024-02,1,5,0,19
M0276,2024-08,2,8,0,24
M0310,2024-03,0,2,0,15
M0573,2024-04,0,1,0,24
M0155,2024-12,5,23,3,22
M0336,2024-10,1,6,0,26
M0177,2024-02,2,8,0,22
M0053,2024-09,9,63,5,21
M0343,2024-12,3,8,1,19
M0267,2024-09,4,20,1,25
M0254,2024-04,1,10,0,18
M0323,2024-10,1,7,1,18
M0081,2024-10,5,18,2,20
M0176,2024-05,2,15,1,22
M0241,2024-05,1,6,0,20
M0578,2024-03,1,2,0,21
M0376,2024-10,16,123,17,39
M0297,2024-11,1,4,0,27
M0093,2024-03,0,1,0,13
M0500,2024-07,4,30,2,23
M0217,2024-03,5,13,3,17
M0187,2024-12,2,11,1,29
M0309,2024-06,1,1,0,19
M0149,2024-04,4,9,1,22
M0357,2024-08,5,76,4,19
M0067,2024-11,1,4,1,13
M0285,2024-07,1,5,1,16
M0468,2024-06,127,262,100,44
M0564,2024-11,1,5,1,20
M0541,2024-05,2,13,1,22
M0400,2024-04,0,4,0,18
M0410,2024-04,4,16,3,18
M0143,2024-03,19,34,7,18
M0358,2024-04,3,8,2,48
M0383,2024-07,18,55,2,21
M0015,2024-09,0,7,1,22
M0296,2024-11,1,4,0,18
M0001,2024-09,3,9,0,29
M0261,2024-08,0,2,0,22
M0483,2024-07,0,2,0,9
M0200,2024-03,5,10,3,58
M0458,2024-01,40,180,17,16
M0377,2024-05,2,5,0,22
M0299,2024-01,5,21,3,20
M0142,2024-09,7,40,2,24
M0458,2024-04,28,163,17,17
M0518,2024-12,1,4,0,21
M0260,2024-11,1,2,0,14
M0304,2024-11,3,7,1,49
M0445,2024-04,0,1,0,18
M0171,2024-02,0,3,0,23
M0229,2024-04,2,10,1,28
M0568,2024-06,1,6,0,19
M0311,2024-02,6,22,3,13
M0014,2024-08,1,8,0,9
M0320,2024-07,3,12,2,22
M0475,2024-12,2,9,1,13
M0364,2024-05,1,6,1,14
M0242,2024-07,1,3,0,25
M0112,2024-12,1,4,0,17
M0225,2024-02,11,30,3,21
M0085,2024-08,6,9,3,50
M0374,2024-08,0,2,0,15
M0057,2024-11,1,3,0,19
M0155,2024-05,4,13,2,21
M0554,2024-07,2,23,2,19
M0487,2024-05,35,290,21,19
M0301,2024-08,1,4,0,30
M0554,2024-12,2,28,2,17
M0597,2024-05,1,2,0,17
M0117,2024-10,1,5,0,26
M0094,2024-12,2,12,1,15
M0297,2024-08,2,5,0,26
M0166,2024-08,0,2,0,12
M0550,2024-05,1,2,0,26
M0375,2024-09,2,8,1,13
M0028,2024-07,2,5,0,21
M0455,2024-01,0,3,0,1
M0248,2024-02,0,1,0,11
M0478,2024-02,0,1,0,28
M0007,2024-02,6,14,5,57
M0063,2024-11,1,3,0,22
M0567,2024-04,6,22,2,18
M0373,2024-10,3,21,2,6
M0321,2024-06,3,17,1,18
M0200,2024-07,6,11,5,59
M0505,2024-11,1,6,0,17
M0552,2024-11,0,2,0,23
M0448,2024-04,2,8,0,22
M0030,2024-07,1,4,0,16
M0265,2024-03,1,11,1,22
M0587,2024-04,1,6,0,15
M0600,2024-12,1,2,0,14
M0162,2024-11,3,36,1,16
M0104,2024-06,0,2,0,18
M0191,2024-01,1,3,0,14
M0354,2024-08,1,7,1,19
M0017,2024-01,1,2,0,19
M0005,2024-10,1,3,0,18
M0308,2024-06,14,52,10,21
M0470,2024-12,3,10,2,24
M0136,2024-07,7,44,2,16
M0050,2024-01,0,1,0,22
M0291,2024-05,2,10,0,14
M0344,2024-05,0,2,0,16
M0563,2024-11,5,42,4,16
M0417,2024-04,7,45,2,24
M0560,2024-03,1,3,0,21
M0367,2024-05,0,1,0,13
M0035,2024-09,1,3,0,11
M0302,2024-05,0,1,0,11
M0372,2024-10,1,2,0,32
M0353,2024-02,0,2,0,16
M0179,2024-05,24,67,5,19
M0352,2024-12,3,18,2,17
M0434,2024-07,0,1,0,16
M0353,2024-08,0,2,0,17
M0019,2024-01,0,6,0,19
M0573,2024-07,0,1,0,22
M0307,2024-07,1,4,0,22
M0382,2024-12,10,62,9,19
M0014,2024-04,1,7,0,13
M0534,2024-05,1,9,1,3
M0324,2024-12,29,74,3,23
M0065,2024-08,1,3,0,19
M0239,2024-06,1,3,0,11
M0577,2024-03,1,3,0,16
M0125,2024-09,0,6,0,16
M0321,2024-07,2,13,1,18
M0083,2024-11,3,8,1,17
M0465,2024-09,5,12,1,23
M0031,2024-10,6,36,4,22
M0536,2024-09,1,8,1,18
M0055,2024-12,106,247,103,60
M0008,2024-01,1,2,0,19
M0410,2024-09,4,25,6,25
M0579,2024-01,55,143,24,17
M0242,2024-09,0,3,0,22
M0372,2024-01,0,1,0,23
M0136,2024-04,6,28,2,14
M0362,2024-12,1,2,1,44
M0517,2024-02,2,7,1,29
M0358,2024-12,4,12,2,56
M0050,2024-08,1,1,0,18
M0039,2024-07,8,32,7,22
M0512,2024-08,19,170,22,20
M0225,2024-08,10,44,4,24
M0109,2024-02,1,4,0,19
M0519,2024-03,0,1,0,16
M0495,2024-08,4,17,0,20
M0430,2024-11,1,5,0,28
M0221,2024-09,4,24,1,25
M0518,2024-10,1,4,0,15
M0442,2024-06,17,156,13,26
M0080,2024-08,13,27,2,23
M0317,2024-05,1,7,1,29
M0269,2024-04,4,16,3,15
M0145,2024-04,45,198,8,18
M0065,2024-11,1,5,0,20
M0360,2024-01,7,33,6,16
M0257,2024-03,7,13,3,72
M0577,2024-01,1,2,0,16
M0582,2024-08,7,25,4,20
M0398,2024-03,10,36,3,20
M0370,2024-07,1,3,0,18
M0317,2024-09,1,11,1,25
M0039,2024-11,8,41,6,27
M0162,2024-07,2,40,1,18
M0271,2024-02,1,3,0,30
M0352,2024-01,4,17,1,26
M0053,2024-05,5,36,4,17
M0586,2024-01,0,2,0,28
M0491,2024-07,1,7,0,21
M0143,2024-06,18,44,6,17
M0024,2024-01,1,3,0,28
M0325,2024-03,3,60,3,20
M0026,2024-12,10,60,9,15
M0210,2024-03,1,5,0,21
M0096,2024-05,1,2,0,12
M0333,2024-03,0,1,0,19
M0140,2024-07,2,21,3,20
M0102,2024-01,0,2,0,14
M0185,2024-07,3,10,1,13
M0497,2024-04,1,9,1,10
M0017,2024-09,1,2,0,18
M0386,2024-04,0,2,0,18
M0231,2024-05,4,14,2,25
M0120,2024-11,6,37,4,13
M0214,2024-09,73,318,11,25
M0143,2024-07,27,68,6,16
M0312,2024-11,1,4,0,24
M0548,2024-07,0,5,0,21
M0295,2024-12,10,32,3,12
M0101,2024-06,11,39,5,20
M0345,2024-11,11,24,4,13
M0176,2024-10,2,12,1,17
M0057,2024-07,1,4,0,22
M0280,2024-01,13,19,6,50
M0404,2024-11,8,15,4,19
M0561,2024-06,1,4,0,19
M0515,2024-09,5,33,3,26
M0075,2024-12,131,255,45,60
M0395,2024-10,37,189,28,17
M0507,2024-09,6,27,3,14
M0471,2024-12,2,7,0,17
M0050,2024-02,0,2,0,19
M0132,2024-06,0,2,0,13
M0105,2024-11,0,2,0,12
M0567,2024-01,5,28,2,12
M0513,2024-03,5,26,3,21
M0488,2024-07,12,57,17,18
M0098,2024-10,1,8,1,21
M0091,2024-01,6,39,6,23
M0355,2024-11,11,24,4,27
M0298,2024-04,27,144,15,28
M0162,2024-09,3,30,1,23
M0289,2024-06,2,17,3,15
M0554,2024-09,3,33,3,16
M0588,2024-07,1,3,0,14
M0198,2024-07,2,8,1,10
M0141,2024-07,7,11,4,66
M0095,2024-12,12,40,2,19
M0116,2024-04,0,1,0,15
M0285,2024-05,1,8,1,17
M0532,2024-12,69,103,44,49
M0003,2024-05,1,6,0,20
M0414,2024-07,0,3,0,18
M0526,2024-04,2,6,0,22
M0370,2024-01,1,3,0,16
M0162,2024-01,3,28,1,22
M0390,2024-11,2,10,1,20
M0588,2024-01,1,5,1,9
M0224,2024-01,8,25,1,13
M0504,2024-06,0,3,0,16
M0251,2024-12,1,7,1,18
M0155,2024-10,3,19,2,19
M0101,2024-08,9,29,5,27
M0593,2024-05,6,13,3,17
M0140,2024-05,2,27,2,20
M0237,2024-05,1,4,0,21
M0291,2024-10,2,13,1,20
