merchant_id,month,transaction_count,transaction_volume,authorisations,successful_authorisations
M0586,2024-02,65,22947.42,67,65
M0381,2024-06,83,5132.27,87,83
M0402,2024-05,80,13041.45,85,80
M0052,2024-05,226,2959.36,245,226
M0247,2024-01,5424,1819354.77,5885,5424
M0072,2024-12,428,43923.66,444,428
M0405,2024-09,261,42913.92,281,261
M0057,2024-10,127,53829.00,133,127
M0254,2024-06,619,175980.85,631,619
M0310,2024-12,348,16309.30,364,348
M0594,2024-07,133,3736.04,136,133
M0560,2024-12,168,13484.60,173,168
M0017,2024-08,120,17527.36,125,120
M0206,2024-05,1605,158293.87,1638,1605
M0289,2024-04,727,17733.29,781,727
M0500,2024-01,873,100769.72,943,873
M0087,2024-04,56,14770.63,61,56
M0268,2024-06,689,63717.31,752,689
M0050,2024-01,64,4440.99,71,64
M0336,2024-01,237,42215.61,241,237
M0436,2024-11,112,45570.92,122,112
M0556,2024-11,205,72948.72,223,205
M0566,2024-04,1189,57216.05,1254,1189
M0394,2024-02,174,31641.10,188,174
M0182,2024-04,46,2504.84,50,46
M0119,2024-03,105,17423.85,110,105
M0483,2024-07,109,2344.68,115,109
M0309,2024-10,104,3247.63,109,104
M0493,2024-05,269,15906.34,297,269
M0139,2024-04,267,17262.70,293,267
M0106,2024-05,4602,144536.92,4945,4602
M0358,2024-08,179,28321.56,185,179
M0567,2024-08,1016,161454.86,1038,1016
M0289,2024-03,772,18152.58,853,772
M0528,2024-04,187,34103.10,200,187
M0248,2024-12,202,8105.51,216,202
M0290,2024-05,1841,251640.77,1934,1841
M0254,2024-05,527,148913.44,549,527
M0192,2024-05,66,11681.49,73,66
M0350,2024-06,588,221922.60,638,588
M0344,2024-10,178,10785.15,183,178
M0173,2024-04,92,1248.96,93,92
M0372,2024-10,69,2163.25,71,69
M0385,2024-01,874,114551.89,927,874
M0370,2024-08,215,4367.60,233,215
M0458,2024-07,9643,805281.22,10108,9643
M0110,2024-06,192,53611.05,212,192
M0195,2024-03,263,57110.74,280,263
M0100,2024-09,81,23561.74,89,81
M0119,2024-07,177,28193.88,184,177
M0521,2024-04,1439,55581.06,1543,1439
M0180,2024-02,1762,289449.07,1821,1762
M0440,2024-09,77,14524.62,79,77
M0061,2024-02,78,11398.83,86,78
M0306,2024-12,81,20816.86,82,81
M0023,2024-04,94,2159.54,97,94
M0324,2024-03,5209,1966161.60,5696,5209
M0208,2024-10,10658,440700.74,11150,10658
M0595,2024-09,542,30410.60,573,542
M0015,2024-02,180,11191.89,189,180
M0347,2024-05,196,16886.13,216,196
M0030,2024-08,183,19266.08,189,183
M0255,2024-06,186,14144.60,201,186
M0472,2024-04,228,3518.88,240,228
M0117,2024-05,262,178664.20,278,262
M0033,2024-02,143,6943.00,150,143
M0248,2024-08,140,5512.37,154,140
M0514,2024-06,70,3186.23,72,70
M0253,2024-08,840,25868.89,897,840
M0434,2024-12,61,300.76,67,61
M0093,2024-04,56,1695.71,59,56
M0032,2024-09,580,20231.24,621,580
M0140,2024-11,1015,133373.42,1082,1015
M0295,2024-03,1937,27880.10,1968,1937
M0138,2024-02,156,61389.91,164,156
M0469,2024-12,101,2091.68,109,101
M0173,2024-12,100,1303.21,109,100
M0368,2024-10,4261,107024.15,4549,4261
M0198,2024-04,331,14076.04,346,331
M0201,2024-03,143,44278.83,148,143
M0475,2024-10,274,20751.70,293,274
M0302,2024-05,43,2600.38,46,43
M0473,2024-05,109,61000.37,121,109
M0592,2024-10,337,5095.54,365,337
M0387,2024-08,1986,49911.18,2110,1986
M0036,2024-08,9423,2668669.25,9784,9423
M0280,2024-10,598,253805.10,619,598
M0419,2024-12,1327,46417.84,1424,1327
M0267,2024-06,251,52813.16,273,251
M0234,2024-08,250,15190.52,264,250
M0588,2024-02,260,51415.11,287,260
M0296,2024-04,159,53249.43,172,159
M0186,2024-03,260,37417.04,282,260
M0435,2024-03,7693,183127.87,8069,7693
M0491,2024-03,246,15991.14,252,246
M0219,2024-06,860,116514.52,908,860
M0049,2024-07,209,100404.01,227,209
M0286,2024-01,60,1273.97,67,60
M0511,2024-01,270,87780.64,275,270
M0444,2024-01,289,27906.12,308,289
M0507,2024-07,2974,1043749.72,3203,2974
M0514,2024-10,71,3611.50,77,71
M0012,2024-03,296,22021.78,301,296
M0355,2024-08,1797,17948.22,1996,1797
M0084,2024-02,452,225966.03,494,452
M0300,2024-08,10948,269038.38,11796,10948
M0336,2024-03,252,41397.84,270,252
M0485,2024-04,120,4146.66,126,120
M0345,2024-05,1719,39614.85,1758,1719
M0130,2024-08,177,5759.90,184,177
M0589,2024-07,846,61008.23,883,846
M0252,2024-10,1774,440021.10,1811,1774
M0581,2024-04,918,30775.04,966,918
M0472,2024-11,305,4468.80,311,305
M0381,2024-05,79,4643.17,85,79
M0387,2024-12,3118,78800.90,3406,3118
M0375,2024-11,517,8975.79,549,517
M0438,2024-04,189,77149.39,198,189
M0508,2024-12,7087,528689.17,7349,7087
M0485,2024-07,123,4378.84,127,123
M0201,2024-12,216,71850.94,220,216
M0289,2024-11,708,15036.37,727,708
M0074,2024-11,309,181909.21,343,309
M0401,2024-04,269,132269.27,285,269
M0339,2024-05,1285,306234.57,1330,1285
M0153,2024-03,1883,54522.93,2085,1883
M0441,2024-11,1640,39258.61,1726,1640
M0200,2024-03,182,10566.63,195,182
M0271,2024-06,301,102458.98,323,301
M0113,2024-12,2067,1184687.02,2205,2067
M0077,2024-11,106,28138.80,116,106
M0369,2024-11,312,18623.31,326,312
M0416,2024-01,7978,1300676.08,8457,7978
M0276,2024-09,225,8187.85,242,225
M0306,2024-01,119,29903.47,122,119
M0172,2024-03,806,25446.21,820,806
M0178,2024-09,259,61514.07,284,259
M0515,2024-06,996,28382.15,1014,996
M0058,2024-08,250,18147.83,260,250
M0591,2024-11,94,16913.86,99,94
M0264,2024-02,315,17570.68,321,315
M0414,2024-11,172,1763.89,192,172
M0521,2024-02,1497,56741.71,1546,1497
M0102,2024-03,164,7888.11,169,164
M0548,2024-11,159,12623.06,167,159
M0358,2024-07,156,23047.94,172,156
M0231,2024-05,789,107808.24,805,789
M0052,2024-02,197,2654.15,205,197
M0467,2024-01,266,26042.34,288,266
M0539,2024-04,1928,77619.18,2028,1928
M0303,2024-07,227,3592.97,233,227
M0366,2024-12,248,11980.49,275,248
M0552,2024-08,399,207840.54,418,399
M0278,2024-12,53,37410.19,57,53
M0155,2024-06,832,102436.94,905,832
M0174,2024-03,274,42516.60,305,274
M0316,2024-12,835,41718.10,920,835
M0438,2024-09,280,118714.41,301,280
M0516,2024-08,184,3427.37,192,184
M0080,2024-09,1597,45307.83,1656,1597
M0284,2024-02,4739,759375.92,5007,4739
M0314,2024-06,367,79521.04,401,367
M0181,2024-11,1458,384955.67,1517,1458
M0449,2024-02,341,26919.59,370,341
M0564,2024-09,178,9181.25,195,178
M0075,2024-04,1241,41915.29,1312,1241
M0088,2024-11,1428,75580.12,1584,1428
M0452,2024-04,81,4050.96,88,81
M0268,2024-09,694,66125.56,756,694
M0226,2024-10,88,2165.85,91,88
M0395,2024-11,7964,869998.83,8410,7964
M0236,2024-11,989,36442.58,1075,989
M0557,2024-06,342,14195.66,361,342
M0251,2024-01,260,6018.91,272,260
M0141,2024-12,259,73160.55,283,259
M0038,2024-03,125,18448.09,134,125
M0595,2024-08,523,28062.97,579,523
M0188,2024-08,1434,31087.42,1517,1434
M0003,2024-09,217,4989.91,225,217
M0224,2024-10,1372,19018.70,1482,1372
M0181,2024-01,1380,397914.41,1477,1380
M0460,2024-07,670,41683.92,700,670
M0423,2024-11,3698,2097639.39,3860,3698
M0174,2024-04,307,46896.28,336,307
M0486,2024-01,120,52173.50,125,120
M0283,2024-03,795,58004.51,829,795
M0426,2024-01,68,5922.20,72,68
M0536,2024-09,510,81061.81,564,510
M0017,2024-05,97,14811.56,104,97
M0227,2024-02,437,217476.16,467,437
M0540,2024-05,95,25585.41,101,95
M0220,2024-12,174,3857.35,179,174
M0490,2024-12,363,21939.16,394,363
M0155,2024-03,721,83250.23,765,721
M0397,2024-03,162,59650.24,170,162
M0330,2024-11,155,5052.39,167,155
M0596,2024-05,268,80550.46,292,268
M0353,2024-09,172,83501.23,189,172
M0157,2024-07,949,45436.86,968,949
M0081,2024-05,819,25030.32,879,819
M0489,2024-11,258,3055.13,283,258
M0317,2024-09,556,97288.51,588,556
M0232,2024-06,62,1514.74,66,62
M0461,2024-05,2145,1345823.49,2295,2145
M0481,2024-07,885,387742.43,940,885
M0344,2024-05,165,10697.05,176,165
M0321,2024-03,576,15069.27,593,576
M0091,2024-06,2641,403165.82,2929,2641
M0449,2024-05,432,35478.20,452,432
M0044,2024-04,1215,12093.43,1345,1215
M0474,2024-08,263,3516.69,278,263
M0061,2024-09,78,11057.25,80,78
M0132,2024-07,144,5597.77,158,144
M0492,2024-10,365,8688.37,397,365
M0506,2024-12,1576,31038.45,1610,1576
M0261,2024-03,67,14236.67,69,67
M0595,2024-05,558,32842.45,606,558
M0515,2024-11,1044,32707.39,1086,1044
M0320,2024-09,608,150640.43,630,608
M0113,2024-06,2302,1289795.58,2469,2302
M0571,2024-09,322,138780.30,349,322
M0395,2024-09,8522,836748.84,9309,8522
M0335,2024-06,116,6299.46,128,116
M0360,2024-11,2238,860708.23,2304,2238
M0554,2024-05,1207,153160.00,1244,1207
M0232,2024-01,49,1156.94,53,49
M0553,2024-10,113,47162.46,115,113
M0016,2024-06,205,48686.45,210,205
M0332,2024-09,221,13042.96,236,221
M0128,2024-06,387,218528.33,399,387
M0455,2024-06,168,70898.05,176,168
M0535,2024-08,1785,53389.59,1971,1785
M0367,2024-11,61,3172.80,65,61
M0389,2024-05,218,7754.43,232,218
M0476,2024-11,132,22825.80,143,132
M0525,2024-11,238,12453.92,250,238
M0167,2024-05,741,79629.31,790,741
M0350,2024-04,507,227899.08,551,507
M0576,2024-03,1473,58918.96,1567,1473
M0222,2024-06,90,2315.73,91,90
M0189,2024-04,4313,33407.50,4381,4313
M0095,2024-03,1126,84002.76,1158,1126
M0205,2024-06,204,25443.27,214,204
M0438,2024-11,192,84394.92,203,192
M0415,2024-11,10967,1317207.33,11732,10967
M0589,2024-12,1341,95293.93,1468,1341
M0587,2024-12,274,15095.39,291,274
M0208,2024-04,9232,358789.66,9433,9232
M0411,2024-04,175,31421.00,179,175
M0269,2024-12,1384,665806.85,1440,1384
M0414,2024-05,140,1407.85,143,140
M0185,2024-12,961,56607.43,992,961
M0389,2024-02,219,7325.40,224,219
M0011,2024-11,249,4690.66,253,249
M0526,2024-11,231,31944.10,241,231
M0215,2024-07,375,106312.13,387,375
M0236,2024-10,875,30098.94,953,875
M0300,2024-03,10271,223718.73,10564,10271
M0381,2024-12,120,7358.40,131,120
M0573,2024-03,69,4124.02,76,69
M0037,2024-10,1694,832283.17,1858,1694
M0385,2024-03,979,116026.63,1026,979
M0473,2024-02,91,46060.07,99,91
M0461,2024-06,2166,1288945.93,2333,2166
M0598,2024-10,936,59610.01,970,936
M0414,2024-02,132,1344.46,144,132
M0157,2024-01,1195,53924.78,1238,1195
M0108,2024-04,180,62037.56,197,180
M0435,2024-09,7513,174215.07,8051,7513
M0159,2024-01,1929,58516.22,2010,1929
M0488,2024-02,3988,341189.53,4378,3988
M0075,2024-08,4731,157926.68,4827,4731
M0409,2024-06,114,52984.65,124,114
M0145,2024-07,13181,3987648.40,14254,13181
M0373,2024-05,948,54203.54,1041,948
M0462,2024-08,1209,323812.09,1266,1209
M0458,2024-09,8026,701385.73,8373,8026
M0056,2024-03,269,6726.89,279,269
M0350,2024-02,442,169094.41,490,442
M0021,2024-09,2917,92528.11,3153,2917
M0574,2024-04,876,220166.42,944,876
M0130,2024-10,199,6752.89,204,199
M0555,2024-11,1926,48217.12,2098,1926
M0167,2024-09,723,82086.43,751,723
M0131,2024-11,233,7533.40,249,233
M0381,2024-10,92,5151.41,102,92
M0356,2024-03,1428,725730.36,1553,1428
M0105,2024-04,85,1164.16,93,85
M0185,2024-02,581,35498.28,607,581
M0105,2024-05,97,1431.15,106,97
M0067,2024-04,198,11822.28,213,198
M0177,2024-04,307,7075.90,339,307
M0300,2024-04,11490,274376.96,11692,11490
M0436,2024-09,178,68015.70,196,178
M0306,2024-07,73,20352.70,75,73
M0424,2024-05,504,156631.93,520,504
M0101,2024-06,1532,46278.42,1654,1532
M0274,2024-01,1237,41452.09,1264,1237
M0120,2024-06,1679,103486.38,1714,1679
M0400,2024-12,159,43168.85,169,159
M0329,2024-01,11402,3014922.66,12272,11402
M0243,2024-05,123,29761.34,129,123
M0331,2024-08,159,2451.25,163,159
M0477,2024-08,139,10641.56,150,139
M0005,2024-04,152,5747.28,156,152
M0425,2024-04,1321,167640.46,1361,1321
M0151,2024-03,141,48172.15,144,141
M0404,2024-05,1332,316525.80,1431,1332
M0482,2024-07,141,7022.37,145,141
M0022,2024-07,9049,388134.09,9447,9049
M0418,2024-06,802,22188.24,817,802
M0330,2024-02,174,5766.50,178,174
M0130,2024-01,167,5035.14,182,167
M0009,2024-08,298,3254.53,324,298
M0403,2024-04,235,93496.38,248,235
M0158,2024-06,1844,46802.82,2016,1844
M0231,2024-11,739,112443.78,814,739
M0060,2024-08,103,4667.47,114,103
M0065,2024-09,163,8150.93,177,163
M0238,2024-04,161,4514.39,172,161
M0256,2024-09,189,59730.25,207,189
M0166,2024-12,94,2766.95,100,94
M0363,2024-04,244,18362.28,258,244
M0542,2024-01,1035,102370.34,1101,1035
M0450,2024-02,669,83096.20,716,669
M0594,2024-08,105,2677.94,111,105
M0382,2024-04,4206,1135040.47,4549,4206
M0284,2024-03,3856,579267.39,4142,3856
M0216,2024-09,217,17196.05,224,217
M0409,2024-05,172,85868.93,191,172
M0277,2024-07,827,57116.09,863,827
M0491,2024-07,266,16723.28,285,266
M0405,2024-10,238,35810.55,258,238
M0380,2024-12,56,4493.77,58,56
M0533,2024-03,37,8370.83,39,37
M0536,2024-05,513,83234.40,526,513
M0397,2024-05,195,74368.90,214,195
M0213,2024-10,158,17188.74,176,158
M0257,2024-01,174,76294.08,181,174
M0527,2024-05,484,42095.90,534,484
M0561,2024-05,194,11532.69,208,194
M0390,2024-01,595,28877.64,657,595
M0332,2024-11,270,15123.89,295,270
M0554,2024-09,1533,198789.04,1598,1533
M0311,2024-07,1446,27728.88,1599,1446
M0235,2024-06,993,66829.86,1073,993
M0419,2024-01,1179,46363.90,1300,1179
M0263,2024-09,211,36315.48,218,211
M0565,2024-02,268,46610.47,289,268
M0558,2024-06,250,15559.04,260,250
M0573,2024-09,73,4409.60,75,73
M0034,2024-10,6886,55182.32,7064,6886
M0032,2024-01,702,22334.10,720,702
M0342,2024-06,1189,42939.61,1252,1189
M0246,2024-06,296,168440.80,303,296
M0327,2024-08,79,50555.99,82,79
M0030,2024-05,217,20948.71,236,217
M0109,2024-11,298,15053.94,327,298
M0262,2024-09,52,3427.02,56,52
M0183,2024-07,334,46375.29,348,334
M0263,2024-12,160,26478.98,170,160
M0054,2024-11,96,1992.82,98,96
M0018,2024-11,54,14583.41,58,54
M0504,2024-10,130,20116.61,143,130
M0388,2024-12,186,6456.50,206,186
M0262,2024-03,40,2738.89,43,40
M0357,2024-11,1709,88297.10,1825,1709
M0096,2024-11,118,8123.54,123,118
M0197,2024-04,1525,244286.54,1594,1525
M0481,2024-02,1357,612019.18,1396,1357
M0284,2024-08,3285,474741.33,3594,3285
M0459,2024-12,87,1680.59,94,87
M0104,2024-08,83,7572.27,89,83
M0363,2024-02,188,15528.12,195,188
M0270,2024-07,68,18005.15,69,68
M0064,2024-09,2040,535391.53,2072,2040
M0117,2024-11,257,193920.91,284,257
M0512,2024-05,6509,543137.18,6808,6509
M0038,2024-07,224,34801.94,233,224
M0187,2024-08,320,44777.93,334,320
M0009,2024-09,288,3058.68,320,288
M0423,2024-06,4998,2614729.07,5448,4998
M0445,2024-12,56,3749.33,60,56
M0156,2024-06,260,3358.74,270,260
M0335,2024-05,120,6448.89,127,120
M0489,2024-04,286,3576.31,307,286
M0319,2024-02,961,28160.67,1008,961
M0054,2024-03,54,1172.43,56,54
M0527,2024-04,466,41140.83,495,466
M0539,2024-11,3071,118478.49,3193,3071
M0401,2024-05,290,141187.77,318,290
M0017,2024-04,88,13149.80,92,88
M0504,2024-05,151,21937.16,157,151
M0336,2024-05,321,56456.67,353,321
M0042,2024-04,854,86693.21,939,854
M0224,2024-05,1302,19859.87,1417,1302
M0464,2024-10,1903,39856.29,2042,1903
M0511,2024-05,229,70983.20,251,229
M0303,2024-09,232,3755.62,238,232
M0106,2024-01,4096,131336.32,4464,4096
M0259,2024-08,354,130677.45,364,354
M0403,2024-12,308,118677.21,331,308
M0384,2024-03,235,6862.83,241,235
M0429,2024-05,47,4708.34,51,47
M0523,2024-08,182,103940.70,191,182
M0469,2024-03,83,1928.13,90,83
M0184,2024-05,181,52799.52,191,181
M0070,2024-07,2975,64657.62,3096,2975
M0315,2024-09,158,3068.80,173,158
M0191,2024-02,217,6884.76,238,217
M0524,2024-01,187,50726.07,203,187
M0304,2024-10,121,1720.22,127,121
M0574,2024-08,1012,276618.32,1033,1012
M0353,2024-07,94,46880.54,97,94
M0529,2024-03,1993,80829.64,2031,1993
M0131,2024-06,206,6994.01,219,206
M0001,2024-10,309,157222.94,324,309
M0088,2024-07,1284,67885.76,1328,1284
M0062,2024-08,396,55571.33,408,396
M0026,2024-03,1711,148967.46,1826,1711
M0403,2024-02,154,53443.02,165,154
M0577,2024-02,205,35655.69,225,205
M0128,2024-12,395,221045.72,435,395
M0198,2024-12,642,24394.86,702,642
M0004,2024-10,8325,1813140.16,8849,8325
M0076,2024-07,1780,43640.33,1903,1780
M0310,2024-01,171,7381.86,181,171
M0304,2024-12,151,2194.16,165,151
M0148,2024-01,98,3300.36,105,98
M0151,2024-02,127,43217.26,140,127
M0076,2024-12,2778,66033.71,3017,2778
M0256,2024-12,200,53801.44,220,200
M0301,2024-12,172,64597.11,174,172
M0511,2024-09,288,93588.14,293,288
M0360,2024-08,2664,976027.13,2756,2664
M0308,2024-05,2662,85349.12,2721,2662
M0330,2024-04,170,5844.87,180,170
M0051,2024-09,291,13520.96,314,291
M0398,2024-01,1580,62921.42,1627,1580
M0143,2024-10,3493,1653941.95,3576,3493
M0280,2024-02,583,222926.09,634,583
M0178,2024-04,270,68591.43,286,270
M0493,2024-02,185,11046.67,198,185
M0296,2024-08,236,85718.17,252,236
M0036,2024-06,10159,2991579.53,10415,10159
M0564,2024-10,211,9467.85,229,211
M0515,2024-05,1028,35332.26,1082,1028
M0048,2024-05,102,30522.30,107,102
M0260,2024-08,268,59295.56,291,268
M0495,2024-09,596,9012.98,649,596
M0123,2024-09,1530,68445.06,1586,1530
M0591,2024-02,106,18679.40,109,106
M0481,2024-12,1023,498922.92,1058,1023
M0185,2024-05,711,37505.89,764,711
M0100,2024-02,58,19004.48,61,58
M0435,2024-01,8135,188170.67,8889,8135
M0118,2024-08,413,24078.10,433,413
M0267,2024-02,237,53389.60,249,237
M0006,2024-06,219,151808.17,232,219
M0105,2024-06,85,1211.38,92,85
M0414,2024-06,127,1335.92,136,127
M0147,2024-02,218,1417.70,240,218
M0124,2024-01,1826,1148668.00,1943,1826
M0123,2024-08,1715,80391.00,1841,1715
M0002,2024-04,1210,200526.15,1293,1210
M0272,2024-10,193,42849.37,209,193
M0516,2024-06,193,3951.03,198,193
M0173,2024-10,90,1195.02,97,90
M0532,2024-03,1202,57360.70,1327,1202
M0423,2024-10,4052,2145733.64,4458,4052
M0081,2024-04,856,29300.45,934,856
M0199,2024-10,8525,99716.30,8804,8525
M0562,2024-09,251,1541.20,257,251
M0575,2024-11,175,27545.01,193,175
M0348,2024-08,268,9635.42,281,268
M0260,2024-10,217,44899.06,221,217
M0193,2024-09,201,47070.92,224,201
M0057,2024-04,160,63210.89,171,160
M0503,2024-09,195,2620.72,200,195
M0216,2024-11,311,25010.01,335,311
M0427,2024-04,96,2107.37,101,96
M0316,2024-09,373,17554.71,389,373
M0126,2024-04,243,12217.48,261,243
M0517,2024-04,224,6014.27,228,224
M0154,2024-05,254,11262.71,274,254
M0043,2024-01,1634,22591.95,1791,1634
M0113,2024-05,2040,1114867.86,2220,2040
M0342,2024-02,1087,36132.45,1170,1087
M0378,2024-06,1456,267652.44,1521,1456
M0540,2024-02,80,21987.33,84,80
M0075,2024-12,3371,117000.98,3439,3371
M0513,2024-08,1843,1045488.47,1900,1843
M0198,2024-05,334,12336.73,368,334
M0217,2024-09,1921,558869.32,2017,1921
M0428,2024-01,133,41462.45,135,133
M0002,2024-11,1048,179102.18,1089,1048
M0078,2024-12,17711,600680.65,18134,17711
M0007,2024-04,276,52053.58,281,276
M0323,2024-11,488,100746.30,526,488
M0433,2024-12,261,89882.97,288,261
M0396,2024-08,10022,1065665.52,10648,10022
M0338,2024-04,407,97192.92,442,407
M0529,2024-08,1883,78077.87,2063,1883
M0372,2024-04,51,1666.47,53,51
M0514,2024-05,78,3991.83,81,78
M0337,2024-10,1834,100276.78,1974,1834
M0416,2024-05,7271,1393578.65,8051,7271
M0572,2024-05,1561,56184.84,1652,1561
M0498,2024-02,103,36926.55,113,103
M0135,2024-01,202,4387.08,215,202
M0503,2024-08,231,3225.93,240,231
M0277,2024-05,659,45336.04,733,659
M0067,2024-12,416,26163.96,450,416
M0145,2024-12,13036,3846399.78,13410,13036
M0073,2024-02,65,22131.97,72,65
M0224,2024-06,1336,17281.35,1377,1336
M0135,2024-03,193,3988.26,213,193
M0216,2024-03,149,11375.14,160,149
M0545,2024-07,114,2051.22,123,114
M0122,2024-11,3982,48779.92,4348,3982
M0383,2024-05,2086,1018442.58,2288,2086
M0351,2024-04,186,78646.10,200,186
M0248,2024-06,137,5069.66,141,137
M0496,2024-10,438,36176.88,460,438
M0244,2024-09,1941,17462.39,2090,1941
M0575,2024-10,205,33517.05,213,205
M0527,2024-08,735,67196.47,779,735
M0128,2024-08,448,233505.27,484,448
M0544,2024-03,4077,1121370.25,4146,4077
M0389,2024-08,224,8624.57,244,224
M0414,2024-03,137,1445.24,148,137
M0167,2024-07,712,89712.61,775,712
M0314,2024-02,544,102746.73,595,544
M0180,2024-08,2455,435105.19,2505,2455
M0518,2024-05,208,12395.14,212,208
M0361,2024-03,947,32330.74,982,947
M0579,2024-12,12433,459253.03,13430,12433
M0048,2024-08,142,38350.79,151,142
M0387,2024-09,1955,48318.51,2134,1955
M0148,2024-07,86,2858.09,90,86
M0184,2024-03,197,55717.51,213,197
M0304,2024-07,138,1958.97,144,138
M0100,2024-04,73,22319.20,80,73
M0395,2024-02,7303,795147.95,7525,7303
M0008,2024-07,80,26200.01,84,80
M0521,2024-07,1635,69581.89,1764,1635
M0568,2024-01,228,12580.36,247,228
M0176,2024-04,779,183312.98,835,779
M0032,2024-04,629,18785.00,678,629
M0153,2024-02,1528,41362.88,1634,1528
M0058,2024-07,239,15808.44,264,239
M0131,2024-01,254,8434.36,273,254
M0489,2024-08,267,3287.82,294,267
M0186,2024-10,241,38525.12,255,241
M0314,2024-10,591,109086.78,625,591
M0332,2024-08,213,10960.17,227,213
M0152,2024-02,259,84178.16,267,259
M0032,2024-11,691,21234.60,729,691
M0259,2024-04,244,99178.69,250,244
M0050,2024-03,74,5456.53,77,74
M0126,2024-05,314,15865.14,341,314
M0274,2024-10,1196,35588.01,1265,1196
M0460,2024-09,674,41848.70,694,674
M0361,2024-01,1012,36181.58,1070,1012
M0169,2024-02,156,11367.15,161,156
M0371,2024-06,56,1141.93,59,56
M0450,2024-10,910,127129.35,942,910
M0282,2024-12,325,127423.44,331,325
M0233,2024-09,1080,77311.30,1144,1080
M0215,2024-01,287,101045.00,305,287
M0272,2024-12,267,59603.87,275,267
M0002,2024-01,1235,215099.35,1268,1235
M0424,2024-01,364,106870.12,372,364
M0029,2024-12,691,14928.53,715,691
M0358,2024-10,165,25461.95,170,165
M0587,2024-05,249,13275.65,257,249
M0138,2024-10,182,71388.03,185,182
M0019,2024-01,228,3595.84,248,228
M0274,2024-08,1221,41145.13,1307,1221
M0069,2024-06,1206,217970.38,1235,1206
M0102,2024-10,193,8551.78,211,193
M0010,2024-05,298,11457.50,328,298
M0268,2024-03,739,67822.80,755,739
M0545,2024-04,121,2186.17,127,121
M0532,2024-11,3869,189085.19,4051,3869
M0341,2024-01,1537,113503.87,1647,1537
M0273,2024-06,277,14050.01,282,277
M0470,2024-11,492,72176.19,528,492
M0504,2024-08,201,30968.94,216,201
M0077,2024-01,101,26614.50,113,101
M0246,2024-07,343,181704.53,381,343
M0485,2024-06,116,3992.27,120,116
M0596,2024-03,287,91231.90,310,287
M0145,2024-09,9446,2870609.35,9697,9446
M0136,2024-08,1790,128657.04,1821,1790
M0235,2024-10,1104,75614.82,1202,1104
M0568,2024-02,247,13545.42,263,247
M0376,2024-01,1734,72404.88,1846,1734
M0251,2024-08,230,4918.94,245,230
M0130,2024-05,184,6193.05,188,184
M0125,2024-10,236,9683.21,262,236
M0023,2024-01,87,2121.40,93,87
M0354,2024-01,269,15168.46,286,269
M0147,2024-11,214,1321.13,218,214
M0427,2024-10,91,1704.21,100,91
M0181,2024-04,1716,485159.90,1829,1716
M0599,2024-07,4244,141531.34,4566,4244
M0147,2024-04,233,1547.44,257,233
M0155,2024-07,841,96421.63,930,841
M0243,2024-07,179,38712.60,189,179
M0341,2024-03,1879,134998.35,1957,1879
M0488,2024-04,4799,421365.79,5003,4799
M0083,2024-03,542,16774.02,588,542
M0120,2024-03,1524,94695.02,1647,1524
M0349,2024-03,946,64639.28,1026,946
M0307,2024-12,252,11901.69,278,252
M0387,2024-02,1369,32427.98,1411,1369
M0107,2024-05,5566,321547.16,6030,5566
M0317,2024-07,293,49231.44,298,293
M0159,2024-05,1790,52274.92,1986,1790
M0146,2024-09,1496,529580.92,1597,1496
M0033,2024-03,148,7511.34,156,148
M0512,2024-04,6439,513704.78,6764,6439
M0442,2024-03,3796,757683.99,3978,3796
M0262,2024-08,60,4233.48,63,60
M0348,2024-05,261,9639.09,273,261
M0029,2024-07,436,9209.79,443,436
M0413,2024-08,8390,498839.95,8754,8390
M0382,2024-08,5451,1497186.10,5738,5451
M0480,2024-04,1584,713903.14,1698,1584
M0053,2024-03,1713,229640.89,1849,1713
M0323,2024-06,511,111377.47,535,511
M0462,2024-01,755,197584.17,772,755
M0262,2024-02,37,2676.35,38,37
M0061,2024-06,77,10944.74,82,77
M0431,2024-01,177,1174.17,192,177
M0451,2024-01,553,35896.56,580,553
M0276,2024-06,209,7877.96,224,209
M0279,2024-04,320,38497.73,334,320
M0471,2024-05,219,6671.12,230,219
M0023,2024-10,136,3289.26,145,136
M0259,2024-05,266,106396.31,271,266
M0154,2024-01,264,9525.33,280,264
M0286,2024-03,52,1020.85,57,52
M0205,2024-05,185,23140.42,191,185
M0193,2024-08,254,59917.70,281,254
M0282,2024-05,268,104581.66,277,268
M0450,2024-07,1191,158698.80,1252,1191
M0309,2024-03,93,2730.59,97,93
M0064,2024-12,2175,588900.34,2377,2175
M0062,2024-07,492,73769.24,540,492
M0586,2024-03,65,22213.51,71,65
M0330,2024-09,162,5525.55,178,162
M0527,2024-09,462,43083.56,502,462
M0348,2024-02,230,8216.07,234,230
M0449,2024-04,432,32758.26,441,432
M0404,2024-12,1620,414068.38,1682,1620
M0089,2024-02,81,15085.45,85,81
M0506,2024-02,1651,30443.00,1710,1651
M0492,2024-08,314,8801.92,331,314
M0183,2024-03,299,42659.75,315,299
M0547,2024-04,270,5394.74,285,270
M0432,2024-10,93,12005.94,95,93
M0377,2024-03,291,132140.19,306,291
M0052,2024-01,193,2654.58,205,193
M0445,2024-08,51,3195.63,55,51
M0389,2024-04,268,8591.17,279,268
M0085,2024-11,274,11724.01,296,274
M0515,2024-07,967,31151.98,1061,967
